,Id,Title,Price(Triệu/tháng),Square(m²),District,City,Date,Type,ValueType,ValueDistrict
516,1510289,"Phòng cho thuê tại 65/3/7 Trần Văn Dư, Phường 13, Quận Tân Bình (Nhà gần E-Town Cộng Hòa)",3.0,22.0,Tân Bình,Hồ Chí Minh,23/10/2020,Phòng trọ,2.2158964012891964,3.20001724137931
517,1510761,Phòng cho thuê Quận 6 TPHCM 14-25m2 gần vòng xoay phú lâm,1.0,14.0,Quận 6,Hồ Chí Minh,30/11/2019,Phòng trọ,2.2158964012891964,1.6250000000000002
518,1511004,"Cho thuê phòng có máy lạnh, có gác, ful nội thất tại 654/32 Lạc Long Quân, P. 9, Q. Tân Bình (ngay ngã 4 Âu Cơ - Lạc Long Quân)",5.0,16.0,Tân Bình,Hồ Chí Minh,18/07/2022,Phòng trọ,2.2158964012891964,3.20001724137931
519,1511026,"Cho thuêu phòng trọ phường 7 quận 8: 1,5 trđ/tháng",1.5,10.0,Quận 8,Hồ Chí Minh,01/12/2019,Phòng trọ,2.2158964012891964,2.557029177718833
520,1511092,"Cho thuê phòng trọ đẹp giá siêu rẻ, an ninh 100% tại Quận 7.",3.1,25.0,Quận 7,Hồ Chí Minh,02/12/2019,Phòng trọ,2.2158964012891964,2.6204352741661956
521,1511716,"Cho nữ thuê phòng full đồ, chung cư Luxgraden, Quận 7, giá 3.8 triệu.",3.8,20.0,Quận 7,Hồ Chí Minh,03/12/2019,Căn hộ,3.322310410225767,2.6204352741661956
522,1511895,"Phòng trọ giá rẻ quận 3 ,18m2 tiện tích nội thất đầy đủ",3.0,18.0,Quận 3,Hồ Chí Minh,03/12/2019,Phòng trọ,2.2158964012891964,3.0926301555104803
523,1516091,"Còn 4 phòng kiểu căn hộ mini mới, sạch sẽ ở đường Trịnh Đình Trọng, gần Tân Bình",2.99,25.0,Tân Phú,Hồ Chí Minh,13/12/2019,Căn hộ,3.322310410225767,2.0499361430395915
524,1517272,"Cho thuê phòng ở dịch vụ cao cấp 103/5 Trần Đình Xuân, Q1, chỉ 7tr/th",7.0,24.0,Quận 1,Hồ Chí Minh,16/12/2019,Phòng trọ,2.2158964012891964,3.563218390804598
525,1517695,Cho thuê phòng trọ 2.000.000. Đối diện gigamall thủ đức,2.0,12.0,Thủ Đức,Hồ Chí Minh,17/12/2019,Phòng trọ,2.2158964012891964,1.85
526,1518237,Phòng Trọ Phạm Văn Bạch 20m2 Gần Sân Bay Phòng Có Máy Lạnh,2.95,20.0,Tân Bình,Hồ Chí Minh,18/12/2019,Phòng trọ,2.2158964012891964,3.20001724137931
527,1518924,"Cho thuê phòng trọ mới xây tại 119/40 An Dương Vương, Phường An Lạc, Quận Bình Tân, TP.HCM",2.5,22.0,Bình Tân,Hồ Chí Minh,19/12/2019,Phòng trọ,2.2158964012891964,1.5922038980509747
530,1519428,"Cho thuê 2 phòng trọ hẻm xe hơi quay đầu, tại 129 đường số 2, Gò Vấp",2.0,15.0,Gò Vấp,Hồ Chí Minh,20/12/2019,Phòng trọ,2.2158964012891964,1.9714989444053483
531,1519461,Phòng mới xây ngay TTM GIGAMALL- Phạm Văn Đồng Thủ Đức,4.0,32.0,Thủ Đức,Hồ Chí Minh,20/12/2019,Phòng trọ,2.2158964012891964,1.85
532,1519496,"Cho thuê phòng đẹp, mới seup 100% tại 12C Đường Cây Keo, Tân Phú",3.0,18.0,Tân Phú,Hồ Chí Minh,20/12/2019,Phòng trọ,2.2158964012891964,2.0499361430395915
533,1520097,"Cho thuê phòng , địa chỉ 449/33/14 đường Lê Quang Định F.5 Bình Thạnh , giá 3000000",3.0,15.0,Bình Thạnh,Hồ Chí Minh,22/12/2019,Phòng trọ,2.2158964012891964,2.488339645206299
534,1520145,"Phòng trọ Quận Tân Bình, gần sân bay Tân Sơn Nhất",2.6,18.0,Tân Bình,Hồ Chí Minh,22/12/2019,Phòng trọ,2.2158964012891964,3.20001724137931
535,1520542,"Cho thuê phòng cao cấp full nội thất Đường Vũ Tùng, chợ Bà Chiểu, Bình Thạnh",4.0,20.0,Bình Thạnh,Hồ Chí Minh,23/12/2019,Phòng trọ,2.2158964012891964,2.488339645206299
536,1520751,"Phòng mới đẹp, tiện nghi, thoáng mát ở Nguyễn Xí, Bình Thạnh, giá 5.9tr",5.9,30.0,Bình Thạnh,Hồ Chí Minh,24/12/2019,Phòng trọ,2.2158964012891964,2.488339645206299
537,1523408,"Cho thuê Phòng Trọ 62 Trần Văn Quang, P.10, Tân Bình, TPHCM",2.0,12.0,Tân Bình,Hồ Chí Minh,02/01/2020,Phòng trọ,2.2158964012891964,3.20001724137931
538,1523587,"Cho thuê phòng trọ 14 Mê Linh, Bình Thạnh",2.3,17.0,Bình Thạnh,Hồ Chí Minh,02/01/2020,Phòng trọ,2.2158964012891964,2.488339645206299
539,1523725,Cho thuê phòng cao cấp Q Bình Thạnh đầy đủ tiện nghi,8.0,25.0,Bình Thạnh,Hồ Chí Minh,02/01/2020,Phòng trọ,2.2158964012891964,2.488339645206299
540,1523793,"Cho thuê phòng nhà thoáng mát, sạch sẽ, gần trường, chợ, nhà đúc, có wifi, chỗ để xe. giá 1,3 triệu.",1.3,12.0,Tân Bình,Hồ Chí Minh,03/01/2020,Phòng trọ,2.2158964012891964,3.20001724137931
541,1524088,"Cho thuê phòng mới xây 155/169B Lý Nam Đế, phường 7, quận 11. TPHCM",2.5,22.0,Quận 11,Hồ Chí Minh,03/01/2020,Phòng trọ,2.2158964012891964,1.6710875331564987
542,1524105,"Cho thuê phòng trọ 16m2 (3 Tháng 2 & Nguyễn Tri Phương, Q10)",2.5,16.0,Quận 10,Hồ Chí Minh,03/01/2020,Phòng trọ,2.2158964012891964,2.520494469746259
543,1524367,"Cho thuê phòng trọ, giờ giấc tự do 24/24",0.9,15.0,Tân Bình,Hồ Chí Minh,05/01/2020,Phòng trọ,2.2158964012891964,3.20001724137931
544,1524391,Cho thuê phòng trọ sinh viên giá rẻ quận 11,2.5,15.0,Quận 11,Hồ Chí Minh,05/01/2020,Phòng trọ,2.2158964012891964,1.6710875331564987
545,1524400,"Phòng trọ gần sân bay Tân Sơn Nhất, Quận Tân Bình",2.6,18.0,Tân Bình,Hồ Chí Minh,05/01/2020,Phòng trọ,2.2158964012891964,3.20001724137931
546,1525178,Phòng trọ cho thuê quận 7 tphcm gần khu chiếc xuất tân thuận,2.5,8.0,Quận 7,Hồ Chí Minh,08/01/2020,Phòng trọ,2.2158964012891964,2.6204352741661956
547,1525433,"Phòng trọ cho thuê đẹp giá họp lý ,quận 7, tphcm",2.5,8.0,Quận 7,Hồ Chí Minh,09/01/2020,Phòng trọ,2.2158964012891964,2.6204352741661956
548,1526340,"Cho thuê phòng trọ sạch, thoáng 13m2 quận 10",3.0,13.0,Quận 10,Hồ Chí Minh,13/01/2020,Phòng trọ,2.2158964012891964,2.520494469746259
550,1527386,"Cho thuê nhà trọ phường phú thọ hòa, quận tân phú",1.7,13.0,Tân Phú,Hồ Chí Minh,02/02/2020,Phòng trọ,2.2158964012891964,2.0499361430395915
551,1527539,Cho Nữ Sinh viên / NVVP / NV Siêu thị thuê phòng trọ,1.6,12.0,Bình Tân,Hồ Chí Minh,15/05/2020,Phòng trọ,2.2158964012891964,1.5922038980509747
552,1527899,"Cho thuê phòng trọ, căn hộ mini Ngay Lotte Quận 7, ĐH Tôn Đức Thắng, giá 4 - 4.5 tr, LH 0906863066",4.0,20.0,Quận 7,Hồ Chí Minh,05/02/2020,Căn hộ,3.322310410225767,2.6204352741661956
553,1528499,"Cho thuê phòng trọ quận 7/30m2-An ninh, yên tĩnh- View cực đã",3.5,30.0,Quận 7,Hồ Chí Minh,06/02/2020,Phòng trọ,2.2158964012891964,2.6204352741661956
554,1528674,"Cho thuê phòng trọ cao cấp Q11 trung tâm TP. HCM, giá tốt",3.2,25.0,Quận 11,Hồ Chí Minh,07/02/2020,Phòng trọ,2.2158964012891964,1.6710875331564987
555,1528679,Cho thuê phòng đúc đẹp quận 3 gần trung tâm,2.8,20.0,Quận 3,Hồ Chí Minh,07/02/2020,Phòng trọ,2.2158964012891964,3.0926301555104803
556,1529259,Cho Nữ Sinh viên / NVVP / NV Siêu thị thuê phòng trọ _ 3 - 4 người.,1.6,12.0,Bình Tân,Hồ Chí Minh,09/02/2020,Phòng trọ,2.2158964012891964,1.5922038980509747
557,1529276,"Nhà trọ mới xây đường Nguyễn Tư Giản, không chung chủ",3.0,25.0,Gò Vấp,Hồ Chí Minh,09/02/2020,Phòng trọ,2.2158964012891964,1.9714989444053483
558,1529561,Phòng dịch vụ trang bị nội thất và máy lạnh hẻm đường Võ Văn Ngân,3.5,15.0,Thủ Đức,Hồ Chí Minh,10/02/2020,Phòng trọ,2.2158964012891964,1.85
559,1530342,"Cho thuê Nhà trọ Phương Vy mới xây tại 119/40 An Dương Vương, P. An Lạc, Q. Bình Tân",2.5,22.0,Bình Tân,Hồ Chí Minh,13/02/2020,Phòng trọ,2.2158964012891964,1.5922038980509747
560,1530653,"Cho thuê căn hộ dịch vụ 2 phòng ngủ, full nội thất, 50m2 ngay Etown Cộng Hoà",8.0,50.0,Tân Bình,Hồ Chí Minh,14/02/2020,Căn hộ,3.322310410225767,3.20001724137931
561,1530967,"Cho thuê CHDV 35m2, có gác, full nội thất ngay Etown Tân Bình",8.5,35.0,Tân Bình,Hồ Chí Minh,15/02/2020,Khác,4.030355856504826,3.20001724137931
562,1531262,Phòng trọ tân bình 1tr8 phòng 18m2 có gác,1.8,18.0,Tân Bình,Hồ Chí Minh,15/02/2020,Phòng trọ,2.2158964012891964,3.20001724137931
563,1531303,Cho thuê phòng Q6 TPHCM 14-21m2 gần vòng xoay Phú lâm,2.2,21.0,Quận 6,Hồ Chí Minh,16/02/2020,Phòng trọ,2.2158964012891964,1.6250000000000002
564,1531574,Cho nữ thuê phòng -cho nữ ở ghép quận 10 tphcm,1.0,15.0,Quận 10,Hồ Chí Minh,17/02/2020,Phòng ở ghép,1.0,2.520494469746259
565,1531769,Phòng cho thuê giá công sở Đường CÁCH MẠNG THÁNG 8,4.0,45.0,Tân Bình,Hồ Chí Minh,17/02/2020,Phòng trọ,2.2158964012891964,3.20001724137931
566,1531772,"Phòng quận 1, 30m2, vị trí trung tâm, cạnh công viên Lê Văn Tám",7.0,30.0,Quận 1,Hồ Chí Minh,17/02/2020,Phòng trọ,2.2158964012891964,3.563218390804598
567,1532693,Phòng Cho thuê giá rẻ đường cách mạng tháng 8,4.0,45.0,Tân Bình,Hồ Chí Minh,19/02/2020,Phòng trọ,2.2158964012891964,3.20001724137931
568,1533247,Cho thuê căn hộ mini quận bình thạnh 30m2,5.0,30.0,Bình Thạnh,Hồ Chí Minh,21/02/2020,Căn hộ,3.322310410225767,2.488339645206299
569,1533392,"Chính chủ cần cho thuê phòng dt 20m2, giá rẻ tại Tân Phú, Tp HCM.",2.5,20.0,Tân Phú,Hồ Chí Minh,21/02/2020,Phòng trọ,2.2158964012891964,2.0499361430395915
570,1533591,"Cho thuê căn hộ 20m2, full nội thất ngay 72/6 Nhất Chi Mai - Tân Bình",4.5,20.0,Tân Bình,Hồ Chí Minh,21/02/2020,Căn hộ,3.322310410225767,3.20001724137931
571,1533772,"Cho thuê phòng trọ 30m tại xã Bình Hưng, H. Bình Chánh",2.0,30.0,Bình Chánh,Hồ Chí Minh,22/02/2020,Phòng trọ,2.2158964012891964,2.056426332288401
572,1534006,Cho thuê phòng trọ quận Bình Tân Tp.HCM giá phải chăng,3.0,20.0,Bình Tân,Hồ Chí Minh,22/02/2020,Phòng trọ,2.2158964012891964,1.5922038980509747
573,1534235,"Cho thuê phòng đẹp như căn hộ mini ở 168 Phạm Ngũ Lão, p7, Gò Vấp",5.5,40.0,Gò Vấp,Hồ Chí Minh,24/02/2020,Căn hộ,3.322310410225767,1.9714989444053483
574,1534423,Cho thuê phòng trọ 30m2 Bà Điểm Hóc Môn (2.5triệu/tháng),2.5,30.0,Hóc Môn,Hồ Chí Minh,24/02/2020,Phòng trọ,2.2158964012891964,1.1954022988505748
575,1534514,"Cho thuê phòng mới đường Dương Bá Trạc, Q8, tiện giao thông, giá rẻ",2.5,24.0,Quận 8,Hồ Chí Minh,24/02/2020,Phòng trọ,2.2158964012891964,2.557029177718833
576,1535282,"Bình Thạnh - Cho thuê phòng đẹp Sát Q1 giá 4,5 triệu có ban công, an ninh, dân trí cao.",4.5,35.0,Bình Thạnh,Hồ Chí Minh,26/02/2020,Phòng trọ,2.2158964012891964,2.488339645206299
577,1535284,"Tân Bình - Cho thuê nguyên lầu, mặt tiền nhìn xuống đường nội bộ, nhà mới xây đẹp, lầu có 2 phòng.",5.0,40.0,Tân Bình,Hồ Chí Minh,26/02/2020,Phòng trọ,2.2158964012891964,3.20001724137931
578,1535412,"Cho thuê nhà full nội thất ,Tân Kỳ Tân Quý, Q. Bình Tân, giá siêu rẻ",2.2,20.0,Bình Tân,Hồ Chí Minh,26/02/2020,Khác,4.030355856504826,1.5922038980509747
579,1535601,"Căn Hộ 30m2 Hoàng Hoa Thám Bình Thạnh, Full nội thất, sạch sẽ thoáng mát",6.3,30.0,Bình Thạnh,Hồ Chí Minh,26/02/2020,Căn hộ,3.322310410225767,2.488339645206299
580,1536743,Cho thuê trọ Bình Chánh ngay chợ Đường Thới Hòa,2.0,24.0,Bình Chánh,Hồ Chí Minh,29/02/2020,Phòng trọ,2.2158964012891964,2.056426332288401
581,1539514,"Cần cho thuê phòng mới xã Xuân Thới Sơn, Hóc Môn, 26m2 có gác,1.4tr/th",1.4,26.0,Hóc Môn,Hồ Chí Minh,06/03/2020,Phòng trọ,2.2158964012891964,1.1954022988505748
582,1540376,"Cho thuê căn hộ khép kín, đủ đồ, vị trí trung tâm EverRich 3, Quận 7, an ninh 24/7. LH Ms Vân 0988836998",3.5,30.0,Quận 7,Hồ Chí Minh,09/03/2020,Căn hộ,3.322310410225767,2.6204352741661956
583,1540861,"Phòng siêu tiện nghi. Ngay CV Hoàng Văn Thụ, Tân Bình. An ninh 24/24 ,giá chỉ từ 3,5tr/ tháng",3.5,18.0,Tân Bình,Hồ Chí Minh,10/03/2020,Phòng trọ,2.2158964012891964,3.20001724137931
584,1540905,Cho thuê phòng trọ 16m2 giá tốt huyện Nhà Bè,2.5,16.0,Nhà Bè,Hồ Chí Minh,10/03/2020,Phòng trọ,2.2158964012891964,2.0973630831643004
585,1541373,"Cho Thuê Phòng Trọ Quận Bình Tân Giá Rẻ, An Ninh",1.7,15.0,Bình Tân,Hồ Chí Minh,11/03/2020,Phòng trọ,2.2158964012891964,1.5922038980509747
586,1541451,"Cho thuê Kí túc xá trọn gói giá rẻ, p.13. quận 10",0.8,25.0,Quận 10,Hồ Chí Minh,11/03/2020,KTX,1.481689296269328,2.520494469746259
587,1541863,Phòng trọ 16m2 đẹp giá tốt giờ tự do huyện Nhà Bè,2.5,16.0,Nhà Bè,Hồ Chí Minh,12/03/2020,Phòng trọ,2.2158964012891964,2.0973630831643004
588,1543725,KTX cho thuê mặt tiền Điện Biên Phủ Phường 17,0.7,34.0,Bình Thạnh,Hồ Chí Minh,17/03/2020,KTX,1.481689296269328,2.488339645206299
589,1543781,Cho Thuê Phòng Trọ Bình Thạnh Full Nội Thất Giá Rẻ,5.8,25.0,Bình Thạnh,Hồ Chí Minh,01/05/2020,Phòng trọ,2.2158964012891964,2.488339645206299
590,1544018,"Chính chủ cần cho thuê phòng đẹp, giá rẻ tại Phạm Ngũ Lão, Q.1.",3.5,20.0,Quận 1,Hồ Chí Minh,17/03/2020,Phòng trọ,2.2158964012891964,3.563218390804598
591,1545153,"Cho thuê phòng CC và 2 MT tầng trệt kinh doanh, mới xây ở Bình Thạnh",5.0,15.0,Bình Thạnh,Hồ Chí Minh,19/03/2020,Phòng trọ,2.2158964012891964,2.488339645206299
592,1545525,Cho Thuê Nhà Trọ 296 Nguyễn Văn Linh Q7 TP.HCM,3.0,20.0,Quận 7,Hồ Chí Minh,20/03/2020,Phòng trọ,2.2158964012891964,2.6204352741661956
593,1546067,Tôi Cho Thuê Phòng Trọ Giá Rẻ Công Nhân Ngay Các Khu Công Nghiệp,1.2,13.0,Bình Tân,Hồ Chí Minh,21/03/2020,Phòng trọ,2.2158964012891964,1.5922038980509747
594,1547258,"Cho thuê trọ Đặng Thùy Trâm, Bình Thanh, xây mới có điều hòa, từ 4tr.",4.0,30.0,Bình Thạnh,Hồ Chí Minh,24/03/2020,Phòng trọ,2.2158964012891964,2.488339645206299
595,1548338,"Cho thuê 1 phòng trong nhà nguyên căn MT Nguyễn Sỹ Sách, Tân Bình, rộng 30m2,3tr/tháng",3.0,30.0,Tân Bình,Hồ Chí Minh,26/03/2020,Phòng trọ,2.2158964012891964,3.20001724137931
596,1550476,Phòng trọ gần đường Chấn Hưng gần công viên Lê Thị Riêng. Giá 2.5 triệu Giảm giá mùa dịch chỉ còn 2 triệu.,2.5,25.0,Tân Bình,Hồ Chí Minh,03/04/2020,Phòng trọ,2.2158964012891964,3.20001724137931
597,1551751,"Cho thuê căn hộ tách biệt trung tâm Q. Gò Vấp, TP.HCM",5.5,40.0,Gò Vấp,Hồ Chí Minh,08/04/2020,Căn hộ,3.322310410225767,1.9714989444053483
598,1552177,"Căn hộ mini Quận 7, full nội thất, 4,5triệu, bao tất cả phí, vào ở ngay, LH 0906863066",4.5,45.0,Quận 7,Hồ Chí Minh,10/04/2020,Căn hộ,3.322310410225767,2.6204352741661956
599,1553637,"Cho thuê phòng mới có gác lửng mặt tiền Trần Khánh Dư, Q1, giá rẻ",3.0,20.0,Quận 1,Hồ Chí Minh,16/04/2020,Phòng trọ,2.2158964012891964,3.563218390804598
600,1553970,Cho thuê phòng trọ diện tích 25m2 đường Hồ Văn Huê,2.4,25.0,Phú Nhuận,Hồ Chí Minh,17/04/2020,Phòng trọ,2.2158964012891964,3.271339739966083
601,1554455,Cho Thuê Phòng Trọ Giá Rẻ Công Nhân Ngay Các Khu Công Nghiệp,1.2,13.0,Bình Tân,Hồ Chí Minh,19/04/2020,Phòng trọ,2.2158964012891964,1.5922038980509747
602,1554530,Phòng trọ cho NỮ thuê ở quận 4 - giá cả hợp lý đầy đủ tiện nghi,3.0,20.0,Quận 4,Hồ Chí Minh,19/04/2020,Phòng trọ,2.2158964012891964,2.09375
603,1554786,"Cho thuê phòng trọ đường phan huy ích F 14- Q.gò vấp giá : 2,4 triệu/tháng",2.4,25.0,Gò Vấp,Hồ Chí Minh,25/02/2021,Phòng trọ,2.2158964012891964,1.9714989444053483
604,1555981,"Cho thuê phòng đầy đủ nội thất như khách sạn, giá rẻ, tự do. Trung tâm q1 bờ kè hoàng sa mát mẻ",4.5,30.0,Quận 1,Hồ Chí Minh,24/04/2020,Phòng trọ,2.2158964012891964,3.563218390804598
605,1556089,"Cho Thuê Phòng Trọ 25m2 tại Phường 16, Quận Gò Vấp",2.3,25.0,Gò Vấp,Hồ Chí Minh,24/04/2020,Phòng trọ,2.2158964012891964,1.9714989444053483
606,1556283,Cho thuê nhà trọ trong hẻm cụt quận Bình Thạnh HCM,4.2,32.0,Bình Thạnh,Hồ Chí Minh,25/04/2020,Phòng trọ,2.2158964012891964,2.488339645206299
607,1556594,"Phòng 15m2 – 20m2, cửa sổ, giếng trời đường 17 Linh Tây cho thuê.",2.2,20.0,Thủ Đức,Hồ Chí Minh,23/12/2020,Phòng trọ,2.2158964012891964,1.85
608,1556824,"Chính chủ cho thuê nhà 12m2 tại Nguyễn Thái Học, Cầu Ông Lãnh, Q.1",2.5,12.0,Quận 1,Hồ Chí Minh,28/04/2020,Khác,4.030355856504826,3.563218390804598
609,1556861,"Cho thuê phòng cao cấp, hiện đại, full NT, giá rẻ tại Q12-Tân Bình-GV",4.0,30.0,Tân Bình,Hồ Chí Minh,28/04/2020,Phòng trọ,2.2158964012891964,3.20001724137931
610,1557228,Phòng trọ cho thuê giá rẻ khu vực quận Tân Bình,2.5,16.0,Tân Bình,Hồ Chí Minh,29/04/2020,Phòng trọ,2.2158964012891964,3.20001724137931
611,1557634,Cho thuê phòng trọ giá rẻ tại 144/10A5 Điện Biên Phủ,2.6,20.0,Bình Thạnh,Hồ Chí Minh,01/05/2020,Phòng trọ,2.2158964012891964,2.488339645206299
612,1559460,Cho thuê phòng trọ 17m2 giá 2.400.000 tại Phước Kiển Nhà Bè,2.4,17.0,Nhà Bè,Hồ Chí Minh,07/08/2020,Phòng trọ,2.2158964012891964,2.0973630831643004
613,1559837,Cho thuê phòng trọ trong nhà nguyên căn Quận 7,3.5,25.0,Quận 7,Hồ Chí Minh,08/05/2020,Phòng trọ,2.2158964012891964,2.6204352741661956
614,1559938,Phòng trọ sinh viên đẹp giá tốt huyện Nhà Bè,2.4,17.0,Nhà Bè,Hồ Chí Minh,07/06/2020,Phòng trọ,2.2158964012891964,2.0973630831643004
615,1560121,"Cho thuê phòng đẹp full NT đường Hồ Thị Kỷ, P1, Q10, 20m2, giá rẻ",4.0,20.0,Quận 10,Hồ Chí Minh,08/05/2020,Phòng trọ,2.2158964012891964,2.520494469746259
616,1560761,Cho Phòng Trọ Giá Rẻ ngay các khu công nghiệp,1.2,13.0,Bình Tân,Hồ Chí Minh,10/05/2020,Phòng trọ,2.2158964012891964,1.5922038980509747
617,1561194,"Cho nữ thuê Phòng trọ quận Bình Thạnh, 25m2 mới đẹp, ban công, cửa sổ, hẻm 7m. Giá rẻ nhất khu này",4.0,25.0,Bình Thạnh,Hồ Chí Minh,12/02/2021,Phòng trọ,2.2158964012891964,2.488339645206299
618,1561197,Cho thuê nhà Đường 8 BTT - Trệt 1 lầu - Nhà mới - Giá 13 triệu/tháng,13.0,76.0,Quận 2,Hồ Chí Minh,11/05/2020,Khác,4.030355856504826,8.721003134796238
619,1561394,Phòng 30m2 có máy lạnh không giới hạn người ở Phạm Văn Chiêu Phường 9,3.5,30.0,Gò Vấp,Hồ Chí Minh,12/05/2020,Phòng trọ,2.2158964012891964,1.9714989444053483
620,1561480,Cho thuê trọ ở khu dân cư ven sông đối diện trường đại học Rmit cách 5 phút để đi đến trường,4.5,1.0,Quận 7,Hồ Chí Minh,12/05/2020,Căn hộ,3.322310410225767,2.6204352741661956
621,1561906,"Cần cho thuê phòng, thuê nhà trọ ở Q.Bình Thạnh",2.5,12.0,Bình Thạnh,Hồ Chí Minh,13/05/2020,Phòng trọ,2.2158964012891964,2.488339645206299
622,1561907,"Chính chủ cần cho thuê phòng, thuê nhà trọ ở Q.Bình Thạnh",2.8,15.0,Bình Thạnh,Hồ Chí Minh,13/05/2020,Phòng trọ,2.2158964012891964,2.488339645206299
623,1562436,Phòng trọ mới sạch đẹp Đất Thánh P6 TB (giáp Q10),1.8,10.0,Tân Bình,Hồ Chí Minh,13/05/2020,Phòng trọ,2.2158964012891964,3.20001724137931
625,1562753,Phòng cao cấp cho thuê Quận Bình Tân,3.0,18.0,Bình Tân,Hồ Chí Minh,14/05/2020,Phòng trọ,2.2158964012891964,1.5922038980509747
626,1562970,Cần 01 nữ ở ghép chung cư mini ngay ngã tư hàng xanh,2.3,20.0,Bình Thạnh,Hồ Chí Minh,15/05/2020,Phòng ở ghép,1.0,2.488339645206299
627,1563265,Phòng cho sinh viên nữ thuê tại đuờng bà hạt quận 10,2.0,27.0,Quận 10,Hồ Chí Minh,15/05/2020,Phòng trọ,2.2158964012891964,2.520494469746259
628,1563371,"Cho thuê phòng, giờ giấc tự do, không chung chủ",2.8,30.0,Bình Tân,Hồ Chí Minh,15/05/2020,Phòng trọ,2.2158964012891964,1.5922038980509747
629,1563372,"Cho sinh viên, người đi làm thuê phòng trọ, Quận Bình Tân, giá 1.6 triệu",1.6,12.0,Bình Tân,Hồ Chí Minh,21/07/2020,Phòng trọ,2.2158964012891964,1.5922038980509747
630,1563471,Phòng trọ cho thuê ở Quận 8 an ninh tốt.,2.3,18.0,Quận 8,Hồ Chí Minh,15/05/2020,Phòng trọ,2.2158964012891964,2.557029177718833
631,1563885,Cho thuê phòng trọ đường Đồng Đen Quận Tân Bình 20m2,2.2,20.0,Tân Bình,Hồ Chí Minh,27/02/2021,Phòng trọ,2.2158964012891964,3.20001724137931
632,1563967,Nhà trọ nam rẻ. Chủ tử tế. Phù hợp sinh viên và người đi làm.,0.75,30.0,Quận 10,Hồ Chí Minh,18/05/2020,Phòng trọ,2.2158964012891964,2.520494469746259
633,1564446,"Cho thuê phòng, thuê nhà trọ ở Q.Bình Thạnh",2.8,15.0,Bình Thạnh,Hồ Chí Minh,18/05/2020,Phòng trọ,2.2158964012891964,2.488339645206299
634,1564574,"Cho thuê căn hộ dịch vụ, đầy đủ nội thất, có thang máy, trung tâm Q.Bình Thạnh gần công viên, bến xe Miền Đông",6.5,30.0,Bình Thạnh,Hồ Chí Minh,19/05/2020,Căn hộ,3.322310410225767,2.488339645206299
635,1564818,Cho thuê căn hộ dịch vụ Full nội thất Quận 3,5.5,20.0,Quận 3,Hồ Chí Minh,19/05/2020,Căn hộ,3.322310410225767,3.0926301555104803
636,1565028,Cho thuê phòng trọ đường 40 hiệp bình giá từ 1.7tr đến 3tr,1.7,14.0,Thủ Đức,Hồ Chí Minh,18/06/2020,Phòng trọ,2.2158964012891964,1.85
637,1565039,"Cho nữ thuê phòng, nhà mới xây, Thiên Phước, Tân Bình",2.5,18.0,Tân Bình,Hồ Chí Minh,19/05/2020,Phòng trọ,2.2158964012891964,3.20001724137931
638,1565218,"Cho thuê căn hộ mini đầy đủ nội thất, có thang máy, trung tâm Q.Bình Thạnh gần công viên, đối diện công viên Tầm Vu",6.5,30.0,Bình Thạnh,Hồ Chí Minh,20/05/2020,Căn hộ,3.322310410225767,2.488339645206299
639,1565347,Phòng trọ 16m2 an ninh tiện nghi ở làng DH B Nhà Bè,3.0,16.0,Nhà Bè,Hồ Chí Minh,20/05/2020,Phòng trọ,2.2158964012891964,2.0973630831643004
640,1565675,"Cho thuê căn hộ full nội thất, giá rẻ nhất thị trường ở Quận 7",5.0,20.0,Quận 7,Hồ Chí Minh,20/05/2020,Căn hộ,3.322310410225767,2.6204352741661956
641,1565754,Phòng Trọ Giá Rẻ Quận Tân Phú/Bình Tân có gác xép,1.6,15.0,Tân Phú,Hồ Chí Minh,20/05/2020,Phòng trọ,2.2158964012891964,2.0499361430395915
642,1565755,"Q7, cầu Tân Thuận 1, Phòng full nội thất, khai trước nhiều ưu đãi.",50.005,25.0,Quận 7,Hồ Chí Minh,20/05/2020,Phòng trọ,2.2158964012891964,2.6204352741661956
643,1567087,"Cho thuê Phòng trọ mới quận Tân Phú, gần Đầm Sen",2.5,22.0,Tân Phú,Hồ Chí Minh,23/05/2020,Phòng trọ,2.2158964012891964,2.0499361430395915
644,1567094,"Phòng trọ giá rẻ, giá sinh viên - công nhân viên",1.5,16.0,Quận 11,Hồ Chí Minh,23/05/2020,Phòng trọ,2.2158964012891964,1.6710875331564987
645,1567168,Cho thuê phòng trọ ở trung tâm quận 10 TP.HCM,3.5,25.0,Quận 10,Hồ Chí Minh,23/05/2020,Phòng trọ,2.2158964012891964,2.520494469746259
646,1567174,Cho thuê phòng trọ 25m2 giá 3triệu5/tháng ở trung tâm quận 10,3.5,25.0,Quận 10,Hồ Chí Minh,23/05/2020,Phòng trọ,2.2158964012891964,2.520494469746259
647,1567434,"Phòng mặt tiền khu sân bay Tân Bình,thuận tiện kinh doanh, giá tốt",6.5,26.0,Tân Bình,Hồ Chí Minh,25/05/2020,Phòng trọ,2.2158964012891964,3.20001724137931
648,1568787,"Cho thuê phòng đẹp có gác 20 Trần Bình Trọng, Bình Thạnh, giá từ 2.8tr",2.8,20.0,Bình Thạnh,Hồ Chí Minh,27/05/2020,Phòng trọ,2.2158964012891964,2.488339645206299
