Id,Title,Price(Triệu/tháng),Square(m²),District,City,Date
64163,"Hot! Nhanh tay thuê ngay phòng trọ tại đường Nhất Chi Mai, Q. Tân Bình. Giá chỉ từ 2.6-2.8 triệu",2.8,20.0,Tân Bình,Hồ Chí Minh,13/06/2018 
64480,"Cần cho thuê phòng trọ mới xây, có chỗ để xe, có wifi, cáp, WC riêng. Giá chỉ từ 2.5 triệu",2.5,30.0,Quận 11,Hồ Chí Minh,13/06/2018 
64486,Cho thuê phòng quận 8 - đầy đủ nội thất - gần cầu Chữ Y- dọn vào ở ngay,3.2,30.0,Quận 8,Hồ Chí Minh,13/06/2018 
64720,Phòng trọ cao cấp cho thuê quận 8 giá rẻ. Đầy đủ nội thất,3.0,30.0,Quận 8,Hồ Chí Minh,13/06/2018 
64905,"Cho thuê phòng trọ full nội thất cao cấp (Cao Lỗ quận 8), 30m2, 3tr/tháng",3.0,30.0,Quận 8,Hồ Chí Minh,13/06/2018 
65061,"Cho thuê CC tại Era Town, q7, bảo vệ 24/24, wifi, máy giặt, tủ lạnh free",3.4,22.0,Quận 7,Hồ Chí Minh,13/06/2018 
65197,"Cho thuê phòng tại 643/35 Xô Viết Nghệ Tĩnh, P. 26, Q. Bình Thạnh",2.0,,Bình Thạnh,Hồ Chí Minh,28/06/2018 
65336,Cho thuê phòng trọ gần câu lạc bộ Lan Anh,3.0,13.0,Quận 10,Hồ Chí Minh,13/06/2018 
66393,"Cho thuê phòng riêng 3tr2/th trong căn hộ 110m2 CC Bình Minh, Lương Định Của, P. Bình An, quận 2",3.2,,Quận 2,Hồ Chí Minh,14/06/2018 
66525,"Cho thuê phòng cao cấp dạng khách sạn, mới 100%, phong cách biệt thự Pháp",2.99,,Quận 7,Hồ Chí Minh,07/07/2018 
66952,"Cho thuê phòng 126 Nguyễn Văn Tạo, Huyện Nhà Bè, tiện ích đầy đủ. DT 20m2 giá 500.000đ/tháng",0.5,20.0,Nhà Bè,Hồ Chí Minh,13/06/2018 
67225,"Cho thuê căn hộ mini, đầy đủ tiện nghi, mới 100%, giá rẻ, Q10",4.8,30.0,Quận 10,Hồ Chí Minh,13/06/2018 
68049,"Cho thuê KTX gần ĐH Tôn Đức Thắng - Quận 7, Nhà Bè giá 400.000đ/tháng",0.4,50.0,Nhà Bè,Hồ Chí Minh,05/07/2018  
68943,"Phòng cho thuê có máy lạnh và tủ quần áo - Gần Chu Văn An, Bình Thạnh , giá 3.2tr/th",3.2,25.0,Bình Thạnh,Hồ Chí Minh,14/06/2018 
69492,"Tìm nữ ở ghép đường Phan Bội Châu, Bình Thạnh",1.8,15.0,Bình Thạnh,Hồ Chí Minh,14/06/2018 
70180,"Tìm 1-2 bạn nữ ở ghép đường Âu Dương Lân, Quận 8",1.0,40.0,Quận 8,Hồ Chí Minh,14/06/2018 
71194,"Cho thuê phòng trọ mới xây, gần ngã tư Gò Mây (gần khu công nghiệp Vĩnh Lộc)",2.0,20.0,Bình Tân,Hồ Chí Minh,14/06/2018 
71715,"Cho thuê phòng trọ cao cấp, giờ tự do, mặt tiền đường Cao Lỗ, quận 8 - LH: 0903.509.008 (A. Tuấn)",3.0,30.0,Quận 8,Hồ Chí Minh,14/06/2018 
71740,"Cho thuê phòng chung cư Hoàng Anh Gia Lai, giáp quận 7, giá 3 tr 7/th, LH 0126 5500 248",3.7,20.0,Nhà Bè,Hồ Chí Minh,14/06/2018 
71945,"Chính chủ cho thuê gấp phòng trọ cao cấp, tiện nghi, đầy đủ nội thất, chỉ 3tr/th",3.0,30.0,Quận 8,Hồ Chí Minh,14/06/2018 
72024,"Cho thuê phòng nằm ngay trung tâm thương mại Parkson Hùng Vương quận 5, nội thất 3 sao, sang trọng",,45.0,Quận 5,Hồ Chí Minh,05/07/2018 
72166,"Chính chủ cho thuê phòng nằm ngay trung tâm quận 5,có bếp,thang máy,nội thất đầy đủ LH 0938.123.507",6.8,48.0,Quận 5,Hồ Chí Minh, 24/06/2018 
72487,"Phòng rộng, có sân hai mặt tiền",3.2,32.0,Quận 9,Hồ Chí Minh,14/06/2018 
73583,"Cho thuê phòng cao cấp, full nội thất hiện đại, phòng 40m2 chỉ 7.5tr/tháng, LH ngay 0903 502 457",7.5,40.0,Bình Thạnh,Hồ Chí Minh,04/07/2018 
74145,"Cho thuê căn hộ mini 59/3 đường Nguyễn Bỉnh Khiêm, quận 1, LH 01286150317",6.0,20.0,Quận 1,Hồ Chí Minh,09/07/2018 
74890,Phòng cho thuê cao cấp tại quận 7 khu Phú Mỹ Hưng,15.94,70.0,Quận 7,Hồ Chí Minh,14/06/2018 
74986,"Chính chủ cần cho thuê gấp phòng lầu 1 trong khu Tên Lửa. DT: 25m2, LH: 0902998577 chính chủ",3.0,25.0,Bình Tân,Hồ Chí Minh,26/06/2018 
76657,"Cho thuê phòng trọ rộng tại Q.8, vào ở liền, full nội thất - LH: 0903 509 008",3.0,30.0,Quận 8,Hồ Chí Minh,14/06/2018 
76947,"Cho thuê phòng cao cấp, mới 100%, như hình thực tế, giá 3 triệu/th",3.0,,Quận 7,Hồ Chí Minh,14/06/2018 
76949,"Cho thuê phòng KTX giá từ 650.000đ, Quận 7. LH: 01226995863 (Hân)",0.65,15.0,Quận 7,Hồ Chí Minh,15/06/2018 
77143,"Cho thuê căn hộ dịch vụ full nội thất, Lê Văn Sỹ",6.0,20.0,Quận 3,Hồ Chí Minh,15/06/2018 
77589,Cho thuê phòng trọ giá rẻ tại Quận 7,2.8,,Quận 7,Hồ Chí Minh,29/06/2018 
77652,"Phòng trọ trang bị máy lạnh, bình nóng lạnh,... Hà Huy Giáp",2.2,30.0,Quận 12,Hồ Chí Minh,15/06/2018 
79451,"Cho thuê phòng trọ cao cấp Thủ Đức, Kha Vạn Cân",,20.0,Thủ Đức,Hồ Chí Minh,03/07/2018 
80043,"Cho thuê phòng trọ quận 1, đầy đủ nội thất, phòng ngủ riêng biệt, gần chợ Bến Thành",9.5,45.0,Quận 1,Hồ Chí Minh,09/07/2018 
80106,"Phòng có máy lạnh, ban công- đường Chu Văn An gần Citimart, 3.7tr/th",3.5,30.0,Bình Thạnh,Hồ Chí Minh,15/06/2018 
80190,"Phòng trọ mới xây, có gác máy lạnh ở ngay chợ Phạm Văn Hai. LH 0966.089.433",2.9,18.0,Tân Bình,Hồ Chí Minh,03/07/2018 
81062,"Phòng có WC riêng, máy lạnh, cửa sổ gần BigC, p. Thảo Điền, Q2, giá 3 triệu/tháng",3.0,25.0,Quận 2,Hồ Chí Minh,15/06/2018 
81686,"Phòng full nôi thất - gần chợ Cô Giang, chợ Bến Thành, Q.1, giá 5.5 triệu",5.5,25.0,Quận 1,Hồ Chí Minh,04/07/2018 
81990,"Cho thuê phòng trọ full nội thất TT quận 3, đầy đủ nội thất, nhà ngay mặt tiền gần CV Tao Đàn",4.5,20.0,Quận 3,Hồ Chí Minh,23/06/2018 
82341,"Phòng trọ dịch vụ giá rẻ full nội thất Lê Lai trung tâm quận 1, ngay Ngã Sáu Phù Đổng",6.5,25.0,Quận 1,Hồ Chí Minh,15/06/2018 
82645,"Cho thuê phòng đẹp 25m2 gần Lê Văn Sỹ, Q. Phú Nhuận",2.3,25.0,Phú Nhuận,Hồ Chí Minh,18/06/2018 
82770,Cho thuê phòng đẹp trung tâm Bình Thạnh đầy đủ nội thất giá rẻ nhất thị trường,4.5,20.0,Bình Thạnh,Hồ Chí Minh,15/06/2018 
84341,"Cho thuê phòng gần Hutech đường Điện Biên Phủ, giá 2.8 tr/th",2.8,18.0,Bình Thạnh,Hồ Chí Minh,15/06/2018 
84453,Tìm nữ VNVP/SV ở ghép quận 1 600.000 1 tháng,0.6,25.0,Quận 1,Hồ Chí Minh,15/06/2018 
85153,"Phòng mới 100%, sạch sẽ, an ninh, giá chỉ 3tr, ngay trung tâm Quận 7",3.0,,Quận 7,Hồ Chí Minh,15/06/2018 
85288,"Cho thuê phòng trọ, có máy lạnh, giá ưu đãi ngay chợ Phạm Văn Hai. LH 0966.089.433",3.5,,Tân Bình,Hồ Chí Minh,15/06/2018 
85310,"Căn hộ 1 phòng ngủ riêng, ở được gia đình, tự do giờ giấc, không chung chủ quận 7",6.0,50.0,Quận 7,Hồ Chí Minh,30/06/2018 
85402,"Cho thuê Studio mini, ngay chợ Tân Định, full nội thất, free DV, giá 5.7 tr/tháng. LH: 0933008769",5.7,25.0,Quận 3,Hồ Chí Minh,15/06/2018 
85426,"Phòng cao cấp đầy đủ tiện nghi ngay công viên Hoàng Văn Thụ, sát sân bay, chỉ 4.5 triệu/tháng",4.5,25.0,Tân Bình,Hồ Chí Minh,26/06/2018 
85842,"Cho thuê căn hộ mini đủ nội thất, MT Phan Văn Hân, giáp quận 1, DT 20m2, giá 4tr/th, LH 0911722258",4.0,20.0,Bình Thạnh,Hồ Chí Minh,15/06/2018 
85969,"Phòng trọ Ngô Tất Tố - Thị Nghè, gần Q1",3.3,19.0,Bình Thạnh,Hồ Chí Minh,16/06/2018 
86018,"Cho thuê nhiều căn hộ dịch vụ tại khu Người Nhật, đầy đủ nội thất chỉ cần vào là ở ngay 0917336200",7.0,32.0,Quận 1,Hồ Chí Minh, 15/06/2018 
86134,"Cho thuê phòng cao cấp, ĐC: 188 Cao Lỗ, P4, Q8. Chỉ 3 triệu/tháng, free wifi, giờ giấc tự do",3.0,30.0,Quận 8,Hồ Chí Minh,15/06/2018 
86191,"Phòng trọ sạch đẹp, tự do, thân thiện, giá bình dân",1.7,26.0,Quận 12,Hồ Chí Minh,15/06/2018 
86352,"Chung cư The Era Town (Đức Khải) Q7 gần trường đại học TĐT, Rmit, Cảnh Sát",3.2,,Quận 7,Hồ Chí Minh,15/06/2018 
86417,"Cho thuê phòng hẻm 214, Nguyễn Trãi, phòng mới - rẻ - đẹp",5.5,,Quận 1,Hồ Chí Minh,15/06/2018 
86804,"Cho thuê CHCC mini gần khu chế xuất Tân Thuận, Q.7, có ban công, full nội thất, ở ngay",3.4,25.0,Quận 7,Hồ Chí Minh,29/06/2018 
86867,"Phòng Q1, bồn tắm, sofa, xe hơi vào tận nhà",8.0,30.0,Quận 1,Hồ Chí Minh,16/06/2018 
86935,"Chính chủ thân thiện cho thuê phòng cao cấp, mới 100%, như hình thực tế, giá 3 triệu/tháng",3.0,,Quận 7,Hồ Chí Minh,07/07/2018  
87860,Phòng máy lạnh gần ĐH Cảnh Sát - Quận 7 - Nhà Bè giá 4tr/tháng,4.0,35.0,Nhà Bè,Hồ Chí Minh,16/06/2018 
88528,Phòng trọ thuê gần ngã tư Bình Thái - Quận 9,2.7,25.0,Quận 9,Hồ Chí Minh,25/06/2018 
89184,"Phòng trọ rẻ đẹp ban công view mặt tiền Hùng Vương, Sư Vạn Hạnh, quận 5",6.0,30.0,Quận 5,Hồ Chí Minh,16/06/2018 
89190,"Cho thuê phòng có kệ bếp, ban công, máy lạnh Chu Văn An, gần Citimart, giá 3.5 - 3.7tr/th",3.5,30.0,Bình Thạnh,Hồ Chí Minh,16/06/2018 
89330,"Cần cho thuê phòng trọng hẻm 150 Bến Vân Đồn, Phường 6, Quận 4. Diện tích 16m2",4.5,32.0,Quận 4,Hồ Chí Minh,16/06/2018 
91014,"Phòng trọ tiện nghi, cao cấp trong nhà nguyên căn",2.8,30.0,Gò Vấp,Hồ Chí Minh,16/06/2018 
91413,"Cho thuê phòng full nội thất ngay 12 Hoàng hoa Thám, Bình Thạnh, LH: 0934995328",5.0,28.0,Bình Thạnh,Hồ Chí Minh,16/06/2018 
92255,"Cho thuê phòng trọ đường D2, Quận Bình Thạnh",4.0,25.0,Bình Thạnh,Hồ Chí Minh,18/06/2018 
92390,"Cho thuê phòng trọ máy lạnh, giá rẻ gần Lê Văn Sỹ, Quận tân Bình",3.0,15.0,Tân Bình,Hồ Chí Minh,16/06/2018 
92683,"Chính chủ cho thuê phòng tại quận Tân Phú, giá 1,300,000 đ - 700,000 đ",1.3,9.0,Tân Phú,Hồ Chí Minh,18/06/2018 
93061,"Phòng trọ quận 8, giờ giấc tự do, chỉ 3tr/tháng. Sát bên ĐH Công Nghệ Sài Gòn",3.0,30.0,Quận 8,Hồ Chí Minh,16/06/2018 
93081,"Cho thuê phòng trọ full nội thất cao cấp (Cao Lỗ Quận 8), 30m2 3,5tr/tháng",3.5,30.0,Quận 8,Hồ Chí Minh,16/06/2018 
93129,"Cho thuê nhà Phường 10, Quận 10, TP. HCM",3.0,,Quận 10,Hồ Chí Minh,19/06/2018 
93227,"Cho thuê phòng, nữ ở ghép, đầy đủ tiện nghi, nội thất, bao điện nước, giá 1,2tr/tháng",1.2,,Bình Thạnh,Hồ Chí Minh,28/06/2018 
93827,Cho thuê căn hộ mini đầy đủ nội thất giá rẻ thoáng mát view cực đẹp ngắm cả Sài Gòn,9.027,35.0,Quận 7,Hồ Chí Minh,16/06/2018 
94138,"Căn hộ mini đường Nhất Chi Mai ngay ETown. 50/47, Nhất Chi Mai, 13, Tân Bình, TP. HCM",3.6,20.0,Tân Bình,Hồ Chí Minh,18/06/2018 
94404,"Cho thuê 1PN rộng trong Riva Park 2PN, view sông, hồ bơi, full nội thất",7.0,,Quận 4,Hồ Chí Minh,18/06/2018 
94854,"Cho thuê phòng trọ ký túc xá, an ninh 100%",0.65,30.0,Bình Tân,Hồ Chí Minh,18/06/2018 
94888,"Phòng cho thuê mới xây, cực đẹp, giờ giấc tự do, wifi, thang máy miễn phí",2.0,12.0,Tân Phú,Hồ Chí Minh,18/06/2018 
95026,"Phòng full nội thất, Lê Thánh Tôn Q1, phố Nhật, gần Nguyễn Huệ, Đồng Khởi, Lý Tự Trọng",7.5,25.0,Quận 1,Hồ Chí Minh,28/06/2018 
95236,"Phòng trọ 25m2 mới xây, cửa sổ thoáng, free wifi, máy giặt, Nguyễn Văn Trỗi, Phú Nhuận",4.7,25.0,Phú Nhuận,Hồ Chí Minh,28/06/2018 
95343,Cho thuê phòng trọ giá rẻ gần sân bay Tân Bình,3.5,20.0,Tân Bình,Hồ Chí Minh,04/07/2018 
95372,"Phòng full nội thất - giá từ 4.5 triệu/th - 5 phút đến quận 1, mới 100%",4.8,20.0,Bình Thạnh,Hồ Chí Minh,18/06/2018 
95525,"Còn 2 phòng cao cấp, gác đúc, máy lạnh, thang máy, tầng hầm, view sân bay Tân Sơn Nhất",3.5,25.0,Tân Bình,Hồ Chí Minh,02/07/2018 
95604,"Phòng cho thuê Phường 4, Quận 3, TP. HCM",,20.0,Quận 3,Hồ Chí Minh,09/07/2018 
95802,Cho thuê phòng trọ gần chợ Bình Tây,2.2,15.0,Quận 6,Hồ Chí Minh,18/06/2018 
95914,Cho thuê phòng KTX giá rẻ ở quận 7,0.65,,Quận 7,Hồ Chí Minh,18/06/2018 
96033,"Cho thuê phòng trọ Thủ Đức giờ tự do, gần Vincom, thoải mái, phòng mới xây",2.4,18.0,Thủ Đức,Hồ Chí Minh,18/06/2018 
96048,"Cho thuê chung cư ở ghép, 2 phòng ngủ riêng, ban công view bờ sông, đường Trường Sa. Giá 4.5tr/th",4.5,60.0,Bình Thạnh,Hồ Chí Minh,04/07/2018 
96302,"Phòng trọ mặt tiền mới xây 30m2, tiện kinh doanh, đường Tô Ký, gần cầu Quang Trung, Quận 12",5.0,30.0,Quận 12,Hồ Chí Minh,18/06/2018 
96394,"Phòng trọ có nội thất - số 92 Chu Văn An, BT, giá 3.2tr/th",3.2,22.0,Bình Thạnh,Hồ Chí Minh,18/06/2018 
96542,Dư phòng trọ cao cấp ngay trung tâm Quận 2 đầy đủ tiện ích chỉ vào ở,3.0,30.0,Quận 2,Hồ Chí Minh,18/06/2018 
96549,"Cho thuê KTX máy lạnh gần ngã tư Hàng Xanh, quận Bình Thạnh, giá 400nghìn/ng/th",,30.0,Bình Thạnh,Hồ Chí Minh,18/06/2018 
97355,"Cho thuê phòng trọ cao cấp. Địa chị 164/8 Trần Quốc Thảo, P7, Q3",7.0,32.0,Quận 3,Hồ Chí Minh,06/07/2018 
97625,"Phòng trọ gần Citimart, có máy lạnh, ban công- đường Chu Văn An, giá 3.7tr/tháng",3.7,25.0,Bình Thạnh,Hồ Chí Minh,18/06/2018 
97921,"Cho thuê nhà trọ đường 75 và 79 Tân Quy, Quận 7",2.0,12.0,Quận 7,Hồ Chí Minh,09/07/2018 
97933,"Cho thuê phòng trọ tại P3, Bình Thạnh, TP. HCM",2.0,,Bình Thạnh,Hồ Chí Minh,18/06/2018 
98697,"Cho thuê căn hộ mini full nội thất đường Trần Khắc Chân, Quận 1",5.0,20.0,Quận 1,Hồ Chí Minh,18/06/2018 
99003,"Phòng cho nữ thuê, riêng biệt, đầy đủ tiện nghi cao cấp",2.8,20.0,Quận 7,Hồ Chí Minh,29/06/2018 
99221,"Phòng trọ bao đẹp, gần Hutech, Ngoại thương- 702/6 Xô Viết Nghệ Tĩnh, giá 3.8tr/th",3.8,25.0,Bình Thạnh,Hồ Chí Minh,18/06/2018 
99863,"Phòng đầy đủ nội thất DT 25m2 giá 5,5tr gần Lotte Mart Q7, gần cầu Him Lam, cầu Kinh Tẻ- 0938446558",5.5,25.0,Quận 7,Hồ Chí Minh,18/06/2018 
100012,"Căn hộ đầy đủ nội thất, hiện đại ngay Đinh Tiên Hoàng, diện tích 25m2, giá 4,5 triệu/tháng",4.5,25.0,Bình Thạnh,Hồ Chí Minh,26/06/2018 
100117,"Cho thuê nhiều phòng riêng biệt mới xây, 136/18/27 Nguyễn Thượng Hiền",3.5,35.0,Bình Thạnh,Hồ Chí Minh,18/06/2018 
100427,"Cho thuê phòng riêng gần Vinhome, full nội thất, miễn phí điện nước",6.0,20.0,Bình Thạnh,Hồ Chí Minh,18/06/2018 
100540,"Cho thuê phòng cao cấp full nội thất ở Phan Đình Phùng, quận Phú Nhuận. LH 0936.676.436",4.6,26.0,Phú Nhuận,Hồ Chí Minh,18/06/2018 
101080,"Cho thuê phòng full nội thất cao cấp mặt tiền đường Tân Thạnh, Tân Phú. LH: 0919001531",4.5,35.0,Tân Phú,Hồ Chí Minh,18/06/2018 
101920,"Cho thuê phòng trọ cao cấp, an ninh, thoáng mát",5.5,43.0,Bình Thạnh,Hồ Chí Minh,27/06/2018 
102219,"Nhà trọ cao cấp 2tr,thang máy,hầm để xe free wifi, giếng trời thoáng mát,mở cửa 24/7,kế bên aeolmal",2.0,15.0,Tân Phú,Hồ Chí Minh,27/06/2018 
103058,Phòng thiết kế độc đáo trung tâm Quận 3,7.0,20.0,Quận 3,Hồ Chí Minh,05/07/2018 
104422,Phòng trọ đường Trần Não góc Lương Định Của cho thuê giá 4.5 tr/tháng,4.5,35.0,Quận 2,Hồ Chí Minh,19/06/2018 
105229,"Phòng đẹp cho thuê giá rẻ giờ tự do đường số 5 Phạm Hùng, P4, Q8, kế Cao Lỗ 45m2- 25m2 giá 2.5Tr/th",4.0,45.0,Quận 8,Hồ Chí Minh,19/06/2018 
105230,Quận 1 giá rẻ - Mình vừa có phòng 1 phòng ngủ ở Quận 1,8.0,30.0,Quận 1,Hồ Chí Minh,20/06/2018 
105886,"Cho thuê nhà trọ nữ 2680 Đ. Huỳnh Tấn Phát, xã Phú Xuân, H. Nhà Bè",2.0,15.0,Nhà Bè,Hồ Chí Minh,30/06/2018  
106480,"Cần cho thuê nhà tầng 01 và 01 phòng trọ, 889, Phạm Thế Hiển, P4, Q8. LH Cô Mười",1.5,15.0,Quận 8,Hồ Chí Minh,19/06/2018 
106579,Cho thuê phòng trọ cao cấp mới xây 100% gần trường CĐ Tài Chính Hải Quan,2.5,25.0,Quận 9,Hồ Chí Minh,06/07/2018 
106698,"Phòng trọ mới xây, giá rẻ khu Tân Bình, Nhất Chi Mai, Cộng Hòa",3.5,,Tân Bình,Hồ Chí Minh,20/06/2018 
106719,"Cho thuê phòng giá rẻ quận 11, đường Lạc Long Quân",1.5,20.0,Quận 11,Hồ Chí Minh,20/06/2018 
106720,"Căn hộ mini đương Cồng hòa, Nhất Chi Mai giá rẻ",3.6,,Tân Bình,Hồ Chí Minh,20/06/2018 
107003,"Cho thuê phòng khu vực chợ lớn, chợ Bình Tây",1.9,16.0,Quận 6,Hồ Chí Minh,20/06/2018 
107034,"Cho thuê phòng trọ trong chung cư cao cấp ngã tư Phạm Hùng và Tạ Quang Bửu, p5, q8",4.3,22.0,Quận 8,Hồ Chí Minh,04/07/2018 
107248,"Phòng trọ cao cấp full nội thất Phan Đăng Lưu, Phú Nhuận, giảm 10% hôm nay",4.5,30.0,Phú Nhuận,Hồ Chí Minh,20/06/2018 
107263,"Sở hữu một căn phòng trọ riêng của mình tại Quận 9. Nhà trọ Bảo An, nơi trọ an toàn, uy tín",2.4,20.0,Quận 9,Hồ Chí Minh,04/07/2018 
107330,Cho thuê KTX giá chỉ từ 650.000đ ở quận 7,0.65,20.0,Quận 7,Hồ Chí Minh,09/07/2018 
107362,"Căn hộ dịch vụ cho thuê Citystay-Nguyễn Xí, tại 215/18 Nguyễn Xí, P13, Q. BT, hotline: 0983626205",4.5,20.0,Bình Thạnh,Hồ Chí Minh,20/06/2018 
107443,"Phòng trọ 25m2 có gác, lối đi riêng, free: Giữ xe, wifi, cap TV",4.0,25.0,Phú Nhuận,Hồ Chí Minh,29/06/2018 
108120,"Cho thuê KTX gần ngã tư Hàng Xanh, quận Bình Thạnh giá 400k/tháng",0.4,,Bình Thạnh,Hồ Chí Minh,20/06/2018 
108629,"Cho thuê phòng trọ cao cấp mới xây, giá 1.2 triệu/tháng/18m2, LH Anh Toàn 0903839596",1.2,18.0,Hóc Môn,Hồ Chí Minh,20/06/2018 
108739,"Phòng rộng 40m2, có ban công, kệ bếp- 313 Đinh Bộ Lĩnh, gần Hàng Xanh, 3.5- 3.7 triệu/tháng",3.5,25.0,Bình Thạnh,Hồ Chí Minh,20/06/2018 
110587,"Cho thuê phòng đường 16m2 đường 3/2, Quận 10, 2.4 triệu/th",2.4,16.0,Quận 10,Hồ Chí Minh,20/06/2018 
111123,"Cho thuê căn hộ mini cao cấp đầy đủ tiện nghi tại 127/139 Điện Biên Phủ, Q1",6.3,25.0,Quận 1,Hồ Chí Minh,20/06/2018 
111325,Phòng đầy đủ tiện nghi sát bên Nowzone quận 1,4.5,,Quận 3,Hồ Chí Minh,20/06/2018 
112157,Cho thuê căn hộ dịch vụ mới 100% thoáng mát view Sài Gòn,4.964,20.0,Quận 7,Hồ Chí Minh,30/06/2018 
113363,"Cho thuê phòng 16-22m2 có kệ bếp trong phòng đường Phan Huy Ích, P. 14, Q. Gò Vấp",2.6,22.0,Gò Vấp,Hồ Chí Minh,03/07/2018 
114142,"Phòng nội thất giá rẻ, ngã 4 Phú Nhuận",4.0,18.0,Phú Nhuận,Hồ Chí Minh,20/06/2018 
114785,"Cho thuê phòng đủ tiện nghi đường Phạm Văn Bạch, quận Tân Bình giá rẻ",3.8,25.0,Tân Bình,Hồ Chí Minh,03/07/2018 
116045,"Phòng trọ cho thuê quận 8, đường Cao Lỗ (sát ĐH Công Nghệ Sài Gòn), giá 3tr/30m2/th",3.0,30.0,Quận 8,Hồ Chí Minh,20/06/2018 
116447,"Cho thuê phòng trọ gần cầu Chánh Hưng, mặt tiền đường, tiện di chuyển đến Q.1, 5, 3",3.0,30.0,Quận 8,Hồ Chí Minh,20/06/2018 
116764,Cho thuê phòng hoặc làm văn phòng 25m2 có gác 3tr8 nhà thoáng liên hệ: 01258229001 như hình,3.8,25.0,Tân Phú,Hồ Chí Minh,20/06/2018 
117000,"Phòng trọ tiêu chuẩn khách sạn, mới 100%, 51/14 Phan Huy Ích, P. 15, Tân Bình, gần KCN Tân Bình",2.1,,Tân Bình,Hồ Chí Minh,21/06/2018 
117029,"Cho thuê phòng 20m2 cao cấp có máy lạnh, wifi free, camera giám sát an ninh 24/24",2.5,20.0,Tân Phú,Hồ Chí Minh,21/06/2018 
117142,Phòng cho thuê full nội thất đường Nguyễn Kiệm - Phú Nhuận,4.2,20.0,Phú Nhuận,Hồ Chí Minh,21/06/2018 
117164,"Cho thuê phòng trọ Đất Mới, Bình Tân",3.0,20.0,Bình Tân,Hồ Chí Minh,03/07/2018 
117289,"Phòng mới xây chung chủ, Nguyễn Trãi, Q. 1. DT: 22 - 36m2, 3.5tr - 6.5tr, LH 0938195265 (Zalo) Phi",3.5,22.0,Quận 1,Hồ Chí Minh,22/06/2018 
118146,"Cho thuê phòng trọ, căn hộ cao cấp tại Tân Quy, Quận 7, TP.HCM",4.0,20.0,Quận 7,Hồ Chí Minh,21/06/2018 
118425,"Phòng đẹp, full nội thất, bảo vệ 24/24, giờ giấc tự do, ngay đường Trần Hưng Đạo, Q5",6.5,40.0,Quận 5,Hồ Chí Minh,21/06/2018 
119026,"Phòng mini cho thuê, diện tích 25m2, đường Quốc Hương, Phường Thảo Điền, Quận 2",4.5,25.0,Quận 2,Hồ Chí Minh,21/06/2018 
119236,"Phòng 30m2, gần Vincom, BigC, P. Thảo Điền, q2, giá 3.7 triệu/tháng",3.7,30.0,Quận 2,Hồ Chí Minh,21/06/2018 
119751,"Phòng trọ cho thuê Quận 8, đường Cao Lỗ (sát ĐH Công Nghệ SG) giá 3tr/30m2",3.0,30.0,Quận 8,Hồ Chí Minh,21/06/2018 
119827,"Cho thuê căn hộ dịch vụ Him Lam, full nội thất giá chỉ 8.5tr - 0908.709.989",8.5,,Quận 7,Hồ Chí Minh,09/07/2018 
122105,"Cho thuê CHDV 1 phòng ngủ, hẻm xe hơi Trần Khắc Chân, Q. 1",5.5,25.0,Quận 1,Hồ Chí Minh,21/06/2018 
122388,"Phòng trọ đẹp 135/17 Nguyễn Hữu Cảnh, phường 22, Bình Thạnh, (hình thật 100%), 0945999335",3.0,25.0,Bình Thạnh,Hồ Chí Minh,21/06/2018 
122402,"Cho thuê phòng dạng căn hộ mini full nội thất gần sân bay, đường Cộng Hòa, Tân Bình, giá từ 4 triệu",4.0,25.0,Tân Bình,Hồ Chí Minh,21/06/2018 
123588,"Cho thuê phòng đầy đủ tiện nghi 3tr5/tháng, có gác",3.5,20.0,Quận 5,Hồ Chí Minh,03/07/2018 
